 /features         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)     INR-TSS     REdens1     REdens2
  -4.39640 -10.56877   4.23708   0.55855   0.83192   0.16003   0.04152   0.00816   0.30434   0.31256   0.04000   0.93988   1.68036        -1
   0.52897  -7.65838   3.58013   0.57067   0.69021   0.18786   0.04687   0.01027   0.19025   0.32429   0.04000   0.67045   1.03899        -1
   1.83037   3.73005   4.41855   0.61149   0.64884   0.18696   0.03862   0.01198   0.30434   0.32429   0.04000   1.13419   1.32029        -1
  -1.57160  -0.80601   3.88593   0.62364   0.55161   0.17295   0.03472   0.01130   0.30434   0.32429   0.04000   0.82655   1.12011        -1
   4.47993  -7.65627   3.22897   0.61004   0.63822   0.23998   0.03967   0.01781   0.30434   0.31256   0.14081   2.35459   0.68753        -1
   1.02174   3.44187   3.22897   0.58029   0.68134   0.21688   0.03965   0.01630   0.30434   0.32429   0.04000   2.72600   0.97926        -1
   2.44539  -6.73438   3.58013   0.62871   0.63368   0.18265   0.03756   0.01164   0.30434   0.32429   0.04000   0.00000   0.26774        -1
   3.29674   3.72600   4.45508   0.59391   0.60433   0.21084   0.03941   0.01268   0.19025   0.32429   0.13246   0.22979   0.58372        -1
  -3.84234  -4.11234   3.28355   0.56191   0.67256   0.18985   0.05169   0.01128   0.30434   0.32429   0.04000   1.42084   3.74974        -1
   3.71003   3.15080   4.45508   0.56687   0.94988   0.20006   0.04182   0.01107   0.19520   0.31256   0.13246   3.22835   2.56703        -1
   2.52890  -5.83597   4.45508   0.63552   0.58161   0.19959   0.03607   0.01280   0.30434   0.32429   0.04000   1.80543   2.08255        -1
   4.34725  -7.94417   4.41855   0.60688   0.66111   0.22606   0.03816   0.01387   0.30434   0.32429   0.10979   1.04682   0.05869        -1
   0.28451  -8.35899   3.58013   0.57706   0.61730   0.19866   0.04074   0.01206   0.30434   0.32429   0.04000   0.18401   3.83529        -1
   1.13105   3.64996   3.28355   0.65042   0.77758   0.26510   0.06187   0.02917   0.19025   0.31256   0.04000   3.98866   0.26956        -1
   2.51069  -6.37425   3.58013   0.57278   0.58155   0.22701   0.03639   0.01785   0.30434   0.32429   0.04000   0.59585   1.37011        -1
  -2.58427  -2.71409   4.41855   0.59818   0.89534   0.20488   0.04477   0.01151   0.19025   0.32429   0.04000   1.46687   0.49974        -1
   1.56528   5.01420   3.37392   0.66779   0.92206   0.20830   0.05929   0.01462   0.19520   0.31256   0.04000   2.86450   0.00000        -1
   4.24730  -7.77617   4.10392   0.61159   0.71467   0.16498   0.04579   0.00975   0.30434   0.32429   0.13246   1.09989   1.82681        -1
  -2.42723   5.50732   3.41044   0.53770   0.79604   0.21935   0.03626   0.01338   0.19025   0.32429   0.04000   0.89228   3.37168        -1
   0.68349  -7.67897   3.37392   0.62496   0.62757   0.24426   0.03631   0.01542   0.19025   0.32429   0.04000   5.06090   0.44640        -1
  -7.61991   4.79852   3.92246   0.61360   0.65067   0.21146   0.03865   0.01381   0.30434   0.32429   0.04000   1.15023   0.00000        -1
   0.31716  -0.21113   2.23892   0.60278   0.70039   0.15997   0.04544   0.00915   0.30434   0.32429   0.04000   1.45123   0.94053        -1
  -0.10081  -7.31457   3.58013   0.63900   0.73239   0.22425   0.05663   0.01447   0.30434   0.32429   0.04000   1.20110   0.99348        -1
  -2.45201   2.89874   4.27361   0.59364   0.64921   0.17793   0.04603   0.00995   0.30434   0.32429   0.04000   1.56977   6.18219        -1
   4.79717  -6.84872   4.45508   0.64341   0.58102   0.20651   0.03623   0.01176   0.30434   0.32429   0.13246   5.32446   6.04799        -1
   2.89530   4.68819   3.72507   0.57829   0.58297   0.22759   0.03384   0.01575   0.30434   0.32429   0.10979   0.56195   1.18271        -1
   2.89998  -3.57459   3.41044   0.61145   0.61841   0.16780   0.04000   0.01105   0.30434   0.32429   0.08696   4.28234   4.83294        -1
   1.54613  -8.16857   4.41855   0.61604   0.62961   0.22851   0.03896   0.01483   0.19025   0.32429   0.04000   1.32955   1.42736        -1
   5.77905  -6.55150   3.37392   0.61749   1.11759   0.21473   0.05260   0.01557   0.19520   0.31256   0.07314   7.99400   6.62481        -1
   1.54871  -4.70277   2.32211   0.61622   0.70253   0.18282   0.05229   0.01142   0.30434   0.32429   0.04000   1.50404   1.80190        -1
   4.07717  -6.41185   3.22897   0.62654   0.73926   0.20211   0.04945   0.01128   0.19520   0.31256   0.20093   1.60133   0.44327        -1
  -1.80980   4.18971   3.54360   0.62027   0.56240   0.21496   0.03453   0.01449   0.30434   0.32429   0.04000   0.51526   0.30229        -1
   1.94908  -4.48453   3.58013   0.58930   0.68253   0.22355   0.04211   0.01536   0.30434   0.32429   0.04000   0.50469   0.00000        -1
  -0.97294  -7.44326   4.23708   0.63806   0.70195   0.18365   0.04229   0.01067   0.30434   0.23419   0.04000   5.14515   5.00757        -1
   1.12518  -7.92152   3.76160   0.66945   0.91493   0.21811   0.06202   0.01270   0.15426   0.31256   0.04000   1.70449   0.58985        -1
   3.58427   0.20457   3.54360   0.79348   0.77432   0.26625   0.05049   0.02498   0.19520   0.31256   0.13053   1.20540   0.43910        -1
  -0.79882   2.20126   3.05212   0.68587   0.70562   0.18624   0.04158   0.01104   0.19520   0.31256   0.04000   1.67371   1.57447        -1
   1.56528   2.61752   2.32211   0.68957   0.75235   0.21484   0.04684   0.01200   0.19520   0.31256   0.04000   0.69914   0.13067        -1
   3.30597   0.12100   4.10392   0.65183   0.69097   0.21864   0.04600   0.01514   0.19520   0.31256   0.12538   1.08385   1.24426        -1
   5.46323   6.24624   2.20239   0.64608   0.63174   0.23559   0.03908   0.01908   0.30434   0.32429   0.08696   0.64958   1.66667        -1
   1.97846  -2.88671   3.22897   0.56922   0.62219   0.21818   0.04231   0.01387   0.30434   0.32429   0.04000   0.82838   1.66667        -1
   1.69131  -9.34618   4.45508   0.66825   0.73696   0.22877   0.04767   0.01323   0.19025   0.31256   0.04000   2.89202   0.65728        -1
   2.82960   6.10497   4.06740   0.67992   0.74431   0.28569   0.05218   0.02321   0.15426   0.32429   0.14081   0.76474   0.11868        -1
   3.94206   3.59217   3.58013   0.63851   0.73050   0.26356   0.05449   0.01918   0.15426   0.23419   0.13053   3.14606   0.35237        -1
   2.53592  -4.24166   4.45508   0.67392   0.65716   0.20407   0.04603   0.01235   0.30434   0.32429   0.04000   1.67527   1.72222        -1
   0.51662   0.70605   4.27361   0.56769   0.75063   0.20234   0.03615   0.01340   0.15426   0.31256   0.04000   7.12989   6.21140        -1
   3.30597  -8.46881   4.23708   0.59259   0.65042   0.17445   0.03342   0.01059   0.30434   0.32429   0.12538   4.51291   2.35498        -1
   0.53069   0.39386   3.92246   0.61664   0.67339   0.19468   0.04023   0.01292   0.30434   0.32429   0.04000   3.65323   0.53391        -1
   2.29817 -11.75771   3.37392   0.64261   0.68128   0.22629   0.04409   0.01337   0.30434   0.32429   0.04000   1.51304   0.87585        -1
  -0.98681  -7.10835   3.88593   0.59827   0.65853   0.21550   0.04471   0.01398   0.30434   0.32429   0.04000   0.97157   1.77713        -1
   2.60107   6.46463   3.76160   0.57319   0.71181   0.20660   0.04512   0.01545   0.30434   0.32429   0.04000   6.52347   1.49596        -1
   5.43052   5.60874   3.19245   0.64196   0.63361   0.22003   0.04256   0.01951   0.30434   0.32429   0.13053   1.02178   1.76539        -1
  -5.36243  -4.66576   3.76160   0.52251   0.59344   0.20013   0.04313   0.01240   0.30434   0.32429   0.04000   0.52621   0.23957        -1
  -4.47843 -10.25432   3.88593   0.59978   0.50649   0.16716   0.02896   0.00954   0.30434   0.32429   0.04000   2.45214   3.12259        -1
  -0.94574   5.15357   4.27361   0.55072   0.63468   0.20136   0.04217   0.01257   0.30434   0.32429   0.04000   5.89763   0.87846        -1
   3.10110   0.27215   4.27361   0.62886   0.69829   0.19996   0.04468   0.01202   0.19025   0.32429   0.12538   1.12520   0.30373        -1
  -0.61457  -7.18191   3.19245   0.54616   0.62787   0.18858   0.03954   0.01150   0.30434   0.32429   0.04000   0.08320   0.41197        -1
  -2.50627  -0.26277   3.58013   0.56008   0.54046   0.18385   0.03248   0.01075   0.30434   0.32429   0.04000   0.14997   0.65675        -1
   1.22727   1.62814   2.32211   0.57568   0.60310   0.17345   0.03654   0.00950   0.30434   0.32429   0.04000   0.60250   4.94549        -1
  -3.59539  -6.32298   4.41855   0.55384   0.55867   0.19030   0.03145   0.01203   0.30434   0.32429   0.04000   0.60485   5.41328        -1
   1.32688   2.02391   3.76160   0.75109   0.69130   0.26309   0.05459   0.02212   0.30434   0.32429   0.04000   2.01109   0.26017        -1
  -0.49635  -1.67586   2.93240   0.62001   0.65718   0.23088   0.04572   0.01913   0.30434   0.32429   0.04000   0.56990   3.49309        -1
  -7.01612  -0.74393   3.19245   0.55842   0.61381   0.19696   0.03660   0.01175   0.30434   0.32429   0.04000   5.13367   0.09677        -1
   1.03268   6.41870   3.37392   0.65629   0.63614   0.22161   0.03655   0.01612   0.30434   0.32429   0.04000   0.74896   0.62637        -1
  -0.05615  -9.80465   1.97096   0.64773   1.04759   0.20947   0.06034   0.01403   0.30434   0.32429   0.04000   4.21414   4.88824        -1
   0.65525   3.58218   3.22897   0.69115   0.61199   0.26594   0.03777   0.02000   0.30434   0.32429   0.04000   1.41106   1.06129        -1
   2.35887  -4.32039   2.66444   0.62216   0.64476   0.19327   0.04354   0.01080   0.19025   0.31256   0.04000   6.82107   6.94158        -1
   2.71422  -5.40813   2.51949   0.60843   0.66186   0.21470   0.04570   0.01467   0.30434   0.32429   0.04000   0.60368   0.82877        -1
   2.66225   5.49906   4.41855   0.68447   0.69882   0.16582   0.05047   0.00870   0.30434   0.32429   0.04000   0.00000   0.00000        -1
   0.61168  -1.50227   3.72507   0.60550   0.81198   0.19066   0.06846   0.01207   0.19025   0.32429   0.04000   1.49804   0.31664        -1
   4.11557  -2.29532   4.10392   0.66291   0.77144   0.23358   0.04932   0.01594   0.15426   0.23419   0.12538   3.17371   3.14789        -1
   0.61818   0.39386   3.41044   0.64186   0.57357   0.17685   0.03440   0.00987   0.30434   0.32429   0.04000   3.76330   4.38941        -1
  -0.01310   8.32473   3.05212   0.59306   0.62460   0.20712   0.04111   0.01228   0.30434   0.32429   0.04000   0.75522   0.69810        -1
  -7.68647  -6.80979   3.54360   0.52188   0.54299   0.15071   0.03001   0.01032   0.30434   0.32429   0.04000   5.32655   7.00092        -1
  -2.05410  -6.22849   3.58013   0.65807   0.65275   0.19297   0.04054   0.01150   0.30434   0.32429   0.04000   0.21961   0.37533        -1
   0.88283   4.68409   4.27361   0.57218   0.67636   0.21686   0.04550   0.02004   0.19520   0.31256   0.04000   6.26800   7.91902        -1
  -1.80504   4.68427   3.19245   0.55636   0.69555   0.18523   0.04878   0.01082   0.30434   0.32429   0.04000   3.77191   4.26187        -1
   0.95325 -10.30099   3.76160   0.66331   0.61545   0.19565   0.03982   0.01239   0.30434   0.23419   0.04000   1.29708   0.00000        -1
  -1.60449   1.10105   4.45508   0.64394   0.69399   0.22342   0.04423   0.01360   0.30434   0.32429   0.04000   0.66158   3.49309        -1
   2.97869   4.51794   3.41044   0.55564   1.07808   0.17245   0.06712   0.00979   0.30434   0.32429   0.08696   1.09859   1.17423        -1
   2.94674 -12.23005   2.51949   0.65583   0.60945   0.22769   0.03297   0.01743   0.30434   0.32429   0.07314   3.23813   1.98253        -1
   1.66973 -10.43760   4.23708   0.79282   0.73182   0.24319   0.05947   0.02210   0.30434   0.31256   0.04000   1.83542   1.22809        -1
   1.89555  -5.90884   2.00748   0.66423   0.71944   0.19458   0.05597   0.01225   0.30434   0.32429   0.04000   0.00000   0.00000        -1
   3.57296  -1.34984   4.27361   0.61303   0.63413   0.25541   0.04479   0.01847   0.19025   0.32429   0.14081   0.07003   0.21570        -1
   3.57296  -4.61499   3.72507   0.59618   0.57991   0.22912   0.03578   0.01851   0.30434   0.32429   0.13053   0.27178   0.54773        -1
   0.30036  -4.61186   4.41855   0.59170   0.62201   0.21166   0.04139   0.01415   0.30434   0.32429   0.04000   0.63106   1.60681        -1
  -4.04999   3.40946   3.41044   0.56118   0.68829   0.20740   0.05358   0.01341   0.30434   0.32429   0.04000   0.63680   1.58607        -1
  -6.59906  -6.76016   4.27361   0.56182   0.91563   0.18854   0.04175   0.00995   0.19520   0.31256   0.04000   2.28652   0.89176        -1
   3.90935  -4.42288   3.41044   0.66680   0.61633   0.23048   0.03532   0.01648   0.30434   0.32429   0.13246   1.14658   1.82003        -1
   2.16515   3.30106   3.24703   0.78412   0.92013   0.25585   0.06070   0.01927   0.15426   0.32429   0.04000   2.55060   0.09677        -1
   4.09467   1.65485   3.24703   0.52975   0.63990   0.18200   0.03780   0.01173   0.30434   0.32429   0.07314   6.09716   0.38028        -1
  -1.50771 -24.39925   4.27361   0.59351   0.84536   0.19995   0.06067   0.01291   0.30434   0.31256   0.04000   1.77856   7.64945        -1
   4.00764  -3.67477   4.45508   0.69282   0.66941   0.21696   0.05126   0.01389   0.30434   0.23419   0.12538   7.05086   6.33594        -1
   0.78680  -2.47033   2.00748   0.57981   0.75884   0.20238   0.05664   0.01298   0.19025   0.31256   0.04000   2.59142   0.70031        -1
   2.21398  -4.07493   4.41855   0.64655   0.58325   0.22027   0.03332   0.01655   0.30434   0.32429   0.04000   0.80777   0.51226        -1
  -4.84219  -0.27372   3.72507   0.60423   0.62583   0.20595   0.03971   0.01343   0.30434   0.32429   0.04000   0.00000   0.50639        -1
   3.88004   0.16064   2.35864   0.67803   0.66235   0.22533   0.04325   0.01512   0.30434   0.32429   0.14081   0.00000   0.30373        -1
   2.94712  -4.77749   3.58013   0.68995   0.63817   0.21679   0.03569   0.01367   0.19025   0.32429   0.20093   1.96101   0.37546        -1
   2.11767  -5.21679   3.88593   0.64394   0.65885   0.23909   0.05041   0.01705   0.19520   0.31256   0.04000   1.69679   2.25613        -1
   1.87831   4.29550   2.32211   0.65395   0.63896   0.21801   0.03885   0.01605   0.30434   0.32429   0.04000   0.70501   0.13067        -1
  -3.36175 -16.83999   3.92246   0.56146   0.53716   0.17734   0.03384   0.01250   0.30434   0.32429   0.04000   1.16041   3.22418        -1
   4.17664   2.50495   0.83596   0.67696   0.71437   0.21834   0.05569   0.01365   0.19520   0.32429   0.07314   0.79538   0.32147        -1
  -1.41456  -6.22404   3.58013   0.63376   0.61961   0.19039   0.03894   0.01095   0.30434   0.32429   0.04000   0.91106   0.00000        -1
  -0.23793   0.27756   3.28355   0.55359   0.64056   0.18501   0.04047   0.01349   0.30434   0.32429   0.04000   0.12833   4.19419        -1
  -1.34815   0.00486   3.72507   0.63386   0.66830   0.21941   0.04807   0.01445   0.30434   0.32429   0.04000   0.82460   0.33073        -1
   0.35157   4.29550   3.92246   0.59089   0.71249   0.22028   0.05534   0.01462   0.19520   0.32429   0.04000   4.06912   4.56938        -1
   1.01714   7.53925   3.01559   0.68648   0.71230   0.32056   0.05142   0.03281   0.15426   0.31256   0.04000   1.36737   0.29395        -1
  -1.37759   1.90938   2.70096   0.73606   0.62435   0.22681   0.04284   0.01536   0.30434   0.32429   0.04000   0.13328   0.09677        -1
  -2.20400   0.27756   4.27361   0.60036   0.58044   0.20070   0.03688   0.01354   0.30434   0.32429   0.04000   0.69823   2.63811        -1
   1.47977   4.37757   3.24703   0.61820   0.62430   0.20549   0.03879   0.01285   0.30434   0.32429   0.04000   0.77791   0.21062        -1
   2.58234   1.67605   2.00748   0.60276   0.62039   0.17954   0.03705   0.01265   0.30434   0.32429   0.04000   0.18649   0.08842        -1
   0.42233   6.96048   4.27361   0.70116   0.66578   0.19699   0.04716   0.01270   0.30434   0.32429   0.04000   1.82238   0.48839        -1
   1.38806  -1.63189   4.06740   0.61112   0.53033   0.17340   0.02983   0.00877   0.30434   0.32429   0.04000   2.77060   4.14085        -1
   0.78025   7.93032   4.41855   0.61461   0.84497   0.18855   0.04338   0.01459   0.19025   0.32429   0.04000   2.22913   0.90467        -1
   2.15599   3.50259   2.14064   0.73554   0.66580   0.24344   0.05025   0.01881   0.19025   0.32429   0.04000   0.17671   0.09677        -1
   0.64395  -9.49865   2.51949   0.62685   0.61691   0.19979   0.03653   0.01292   0.30434   0.32429   0.04000   1.27830   0.72574        -1
   1.18142   3.02837   4.45508   0.57844   0.61474   0.18642   0.03864   0.01053   0.30434   0.32429   0.04000   0.97731   0.00000        -1
   0.26645   0.13483   3.41044   0.64549   0.66526   0.18918   0.04188   0.01056   0.19025   0.32429   0.04000   0.57055   0.99348        -1
   6.06661  -7.53142   2.83412   0.56921   0.64377   0.19617   0.04122   0.01156   0.30434   0.32429   0.13053   0.49635   0.68714        -1
   1.82629   2.58236   3.19245   0.58038   0.62264   0.18457   0.03817   0.01171   0.30434   0.32429   0.04000   0.27439   1.54499        -1
  -1.26447 -14.39575   3.37392   0.64370   0.65533   0.22637   0.03925   0.01530   0.30434   0.32429   0.04000   2.55908   3.18336        -1
